,ngram,PredNext,Freq
38814,least it,is,162
38815,least once,a,143
38816,least one,of,190
38817,least percent,of,25
38818,least that,is,144
38829,leave,the,3104
38819,leave,a,1839
38825,leave,it,1360
38826,leave,me,1157
38835,leave,you,947
38821,leave,for,582
38836,leave,your,474
38827,leave,my,438
38831,leave,them,313
38820,leave,and,285
38832,leave,this,195
38822,leave,her,180
38833,leave,to,168
38824,leave,in,146
38830,leave,their,141
38834,leave,u,123
38828,leave,that,97
38823,leave,him,55
38837,leave a,comment,764
38838,leave it,to,81
38840,leave me,alone,121
38839,leave me,a,27
38841,leave the,house,135
38842,leave you,with,119
38848,leaving,the,1931
38843,leaving,a,583
38844,leaving,for,328
38846,leaving,me,58
38847,leaving,my,56
38845,leaving,it,29
38849,lebron,james,637
38854,led,to,3222
38851,led,by,2029
38853,led,the,1766
38850,led,a,251
38852,led,me,239
38855,led by,the,29
38856,led me,to,91
38858,led to,the,808
38857,led to,a,478
38859,lee,and,157
38860,lee,said,27
38892,left,the,3814
38895,left,to,2390
38878,left,in,2347
38864,left,and,1349
38871,left,for,1124
38861,left,a,1099
38898,left,with,916
38867,left,behind,913
38882,left,me,883
38886,left,on,844
38884,left,of,786
38888,left,over,667
38880,left,it,661
38887,left,out,651
38889,left,side,601
38883,left,my,600
38872,left,hand,588
38870,left,field,474
38881,left,knee,306
38866,left,at,303
38875,left,her,295
38873,left,handed,290
38876,left,him,256
38877,left,his,224
38879,left,is,223
38885,left,off,219
38897,left,wing,200
38874,left,hander,181
38891,left,that,164
38868,left,but,160
38869,left,by,140
38863,left,alone,120
38899,left,you,108
38890,left,tackle,85
38893,left,them,85
38896,left,u,80
38894,left,this,52
38865,left,arm,32
38862,left,after,27
38900,left and,right,122
38901,left for,the,79
38902,left in,the,1201
38903,left of,the,167
38904,left on,the,82
38905,left side,of,99
38906,left with,a,78
38907,leg,and,926
38910,leg,of,363
38908,leg,are,87
38909,leg,in,79
38911,leg,to,25
38912,legacy,of,262
38914,legal,and,224
38913,legal,action,62
38915,legal,service,25
38916,legend,of,200
38918,legislation,that,336
38919,legislation,to,276
38917,legislation,is,31
38920,legislative,session,56
38922,legislature,to,143
38921,legislature,and,53
38923,lem,me,568
38924,lem me,know,88
38926,lemon,juice,762
38925,lemon,and,214
38928,length,of,1019
38927,length,and,125
38929,length,to,26
38930,length of,the,181
38931,length of,time,28
38932,lesser,known,53
38936,lesson,in,336
38937,lesson,learned,280
38933,lesson,and,276
38935,lesson,from,223
38941,lesson,to,169
38934,lesson,for,155
38938,lesson,of,26
38939,lesson,on,26
38940,lesson,that,25
38977,let,u,22196
38961,let,me,13480
38974,let,the,4618
38978,let,you,3578
38953,let,go,3396
38958,let,it,3145
38975,let,them,2226
38955,let,him,1619
38954,let,her,1026
38952,let,get,1002
38944,let,alone,996
38979,let,your,978
38962,let,my,711
38969,let,see,569
38976,let,this,473
38973,let,that,437
38942,let,a,435
38959,let,just,355
38948,let,do,273
38966,let,out,256
38967,let,people,226
38964,let,not,197
38947,let,cool,196
38949,let,down,180
38946,let,be,152
38960,let,make,146
38945,let,anyone,138
38957,let,hope,106
38971,let,take,92
38943,let,all,79
38951,let,face,54
38963,let,myself,51
38965,let,our,31
38968,let,say,27
38956,let,his,26
38972,let,talk,26
38950,let,everyone,25
38970,let,start,25
38980,let do,it,26
38981,let face,it,29
38982,let get,it,52
38984,let go,of,765
38983,let go,and,25
38985,let go of,the,50
38986,let her,know,29
38987,let him,know,54
38989,let it,go,468
38988,let it,be,336
38990,let just,say,141
38995,let me,know,5663
38998,let me,tell,556
38992,let me,get,297
38993,let me,go,178
38991,let me,be,164
38994,let me,just,122
38997,let me,see,92
38996,let me,say,27
39000,let me know,if,1371
39001,let me know,what,631
39002,let me know,when,493
38999,let me know,how,265
39003,let me know if,you,918
39004,let me know what,you,254
39005,let me know when,you,159
39006,let me tell,you,518
39007,let them,know,259
39013,let u,go,3218
39018,let u,know,2574
39012,let u,get,1795
39022,let u,see,1139
39010,let u,do,1113
39016,let u,just,724
39019,let u,make,654
39015,let u,hope,602
39020,let u,not,584
39009,let u,be,454
39025,let u,talk,328
39024,let u,take,194
39014,let u,have,155
39023,let u,start,152
39017,let u,keep,133
39011,let u,face,119
39008,let u,all,105
39026,let u,try,54
39021,let u,say,53
39027,let u do,it,281
39028,let u do,this,259
39029,let u face,it,116
39030,let u get,it,235
39031,let u just,say,242
39032,let u know,if,685
39033,let u know,what,296
39034,let u know if,you,289
39035,let u know what,you,110
39036,let u make,it,80
39039,let u see,what,117
39037,let u see,how,62
39038,let u see,if,28
39041,let you,know,1665
39040,let you,go,27
39043,let you know,when,117
39042,let you know,that,53
39051,letter,to,1975
39045,letter,from,720
39047,letter,of,664
39044,letter,and,636
39046,letter,in,222
39049,letter,that,169
39050,letter,the,58
39048,letter,on,27
39052,letter to,the,522
39055,letting,me,711
39056,letting,the,301
39053,letting,go,293
39058,letting,u,121
39057,letting,them,85
39059,letting,you,52
39054,letting,it,25
39060,letting go,of,26
39061,letting me,know,95
39071,level,of,4990
39063,level,and,1050
39067,level,in,752
39074,level,the,616
39062,level,a,299
39073,level,that,276
39065,level,but,187
39069,level,it,179
39076,level,to,171
39068,level,is,168
39066,level,for,96
39077,level,with,84
39064,level,are,81
39072,level,since,79
39070,level,mp,51
39075,level,this,25
39078,level mp,cost,51
39079,level of,the,220
39080,lewis,and,159
39081,lewis,said,25
39082,liberal,and,82
39083,liberal,art,36
39084,liberty,and,158
39085,library,and,737
39089,library,of,235
39088,library,is,232
39087,library,in,199
39091,library,to,115
39090,library,the,54
39086,library,for,25
39095,license,plate,334
39096,license,to,256
39092,license,and,153
39093,license,for,27
39094,license,in,26
39097,lid,and,26
39102,lie,in,806
39105,lie,to,586
39100,lie,and,464
39104,lie,the,192
39099,lie,about,134
39101,lie,down,79
39103,lie,on,56
39106,lie,with,28
39098,lie,a,26
39107,lie in,the,65
39108,lied,to,335
39109,lieu,of,358
39143,life,is,7505
39114,life,and,6907
39140,life,in,5868
39155,life,of,4095
39110,life,a,2586
39168,life,the,2076
39176,life,to,2035
39167,life,that,1793
39190,life,with,1581
39144,life,it,1530
39128,life,for,1514
39119,life,but,1475
39156,life,on,1349
39193,life,you,1168
39181,life,wa,1146
39132,life,ha,1036
39162,life,so,958
39182,life,we,954
39135,life,he,945
39115,life,are,785
39116,life,at,732
39189,life,will,681
39121,life,can,656
39138,life,i,643
39185,life,when,634
39139,life,if,626
39161,life,she,592
39134,life,have,590
39158,life,or,590
39192,life,would,571
39145,life,just,536
39171,life,they,477
39173,life,threatening,473
39120,life,by,456
39172,life,this,456
39191,life,without,421
39170,life,there,416
39151,life,my,403
39122,life,changing,329
39123,life,do,315
39184,life,what,315
39147,life,like,282
39111,life,after,271
39159,life,right,264
39129,life,from,243
39141,life,insurance,242
39153,life,not,236
39150,life,love,235
39131,life,go,210
39152,life,no,188
39154,life,now,161
39142,life,into,154
39133,life,had,149
39186,life,where,146
39163,life,story,130
39165,life,than,128
39136,life,here,120
39166,life,thanks,119
39187,life,which,110
39179,life,too,109
39113,life,am,107
39118,life,because,90
39127,life,experience,88
39188,life,who,88
39149,life,long,87
39112,life,all,79
39130,life,get,79
39177,life,today,76
39157,life,one,57
39126,life,even,54
39178,life,together,54
39183,life,were,52
39148,life,lol,50
39169,life,then,35
39160,life,rt,33
39146,life,lesson,31
39175,life,time,28
39117,life,be,26
39124,life,doe,25
39125,life,easier,25
39137,life,his,25
39164,life,support,25
39174,life,through,25
39180,life,up,25
39194,life a,a,327
39198,life and,the,305
39195,life and,death,81
39196,life and,it,26
39197,life and,that,26
39199,life can,be,26
39200,life do,not,86
39201,life for,the,125
39202,life go,on,25
39203,life ha,been,176
39204,life i,am,273
39205,life if,you,60
39208,life in,the,1091
39206,life in,a,532
39207,life in,prison,162
39209,life is,a,729
39210,life is,good,452
39212,life is,not,451
39214,life is,to,143
39211,life is,like,80
39213,life is,so,61
39215,life is,too,25
39216,life it,is,579
39218,life of,the,576
39217,life of,a,289
39219,life on,the,254
39220,life right,now,181
39221,life that,is,146
39222,life to,the,150
39223,life will,be,54
39224,life with,a,25
39225,life would,be,164
39226,lifestyle,and,52
39227,lifetime,of,114
39228,lift,the,252
39230,light,and,2052
39241,light,of,1682
39242,light,on,1132
39238,light,in,687
39248,light,up,632
39246,light,the,547
39247,light,to,499
39229,light,a,427
39244,light,rail,368
39234,light,bulb,281
39232,light,at,227
39245,light,that,189
39239,light,is,185
39240,light,it,162
39243,light,out,124
39236,light,for,83
39231,light,are,60
39233,light,brown,53
39235,light,but,53
39237,light,from,29
39249,light in,the,80
39250,light of,the,486
39251,light on,the,158
39252,lighting,and,116
39253,like,a,33090
39348,like,to,21130
39338,like,the,21125
39292,like,it,12131
39337,like,that,10693
39345,like,this,9218
39365,like,you,7234
39258,like,an,3607
39299,like,me,3566
39306,like,my,3238
39343,like,they,3047
39287,like,i,2825
39355,like,we,2725
39280,like,he,2639
39366,like,your,2020
39356,like,what,1570
39259,like,and,1456
39290,like,in,1399
39340,like,them,1348
39282,like,him,1294
39286,like,how,1156
39330,like,she,1136
39255,like,all,1108
39262,like,being,1071
39281,like,her,1060
39357,like,when,1051
39315,like,of,1026
39352,like,u,1024
39353,like,wa,1013
39319,like,one,975
39333,like,some,937
39341,like,there,917
39278,like,have,872
39304,like,most,865
39298,like,many,861
39322,like,our,856
39311,like,no,847
39342,like,these,847
39283,like,his,829
39327,like,said,817
39332,like,so,807
39288,like,if,803
39260,like,any,763
39335,like,something,716
39267,like,do,711
39273,like,for,695
39265,like,crazy,691
39334,like,someone,638
39257,like,am,635
39263,like,but,601
39346,like,those,598
39271,like,everyone,525
39339,like,their,508
39270,like,every,499
39318,like,on,498
39293,like,just,472
39279,like,having,459
39254,like,about,426
39291,like,is,386
39266,like,did,384
39276,like,going,381
39320,like,or,378
39264,like,can,354
39349,like,today,347
39323,like,people,312
39321,like,other,305
39303,like,more,254
39354,like,watching,234
39261,like,at,229
39314,like,now,228
39277,like,had,222
39325,like,really,221
39294,like,last,217
39364,like,year,213
39275,like,getting,211
39289,like,im,210
39316,like,oh,209
39274,like,fun,205
39256,like,always,197
39272,like,everything,188
39310,like,new,183
39351,like,two,178
39268,like,doing,173
39362,like,with,173
39347,like,time,171
39308,like,need,148
39307,like,myself,139
39328,like,saying,139
39313,like,nothing,129
39336,like,such,127
39300,like,minded,124
39331,like,should,122
39359,like,who,114
39312,like,not,112
39296,like,love,110
39301,like,mine,96
39284,like,home,89
39302,like,minute,84
39317,like,old,82
39285,like,hour,54
39361,like,will,53
39295,like,like,52
39326,like,right,52
39269,like,eating,30
39309,like,never,29
39358,like,where,28
39360,like,why,28
39329,like,seeing,27
39350,like,trying,27
39363,like,would,27
39324,like,playing,26
39344,like,thing,26
39297,like,making,25
39305,like,much,25
39371,like a,good,942
39375,like a,man,504
39372,like a,great,469
39374,like a,lot,436
39373,like a,little,318
39369,like a,big,119
39370,like a,bos,78
39367,like a,baby,57
39368,like a,bad,29
39376,like a,plan,26
39377,like a lot,of,233
39379,like all,the,55
39378,like all,of,30
39380,like an,old,53
39381,like any,other,153
39382,like do,not,192
39383,like everyone,else,156
39384,like going,to,109
39386,like he,is,558
39387,like he,wa,226
39385,like he,did,26
39388,like i,am,2048
39389,like i,have,354
39390,like i,will,53
39391,like if,you,120
39392,like in,the,265
39396,like it,is,1664
39399,like it,wa,908
39400,like it,when,187
39397,like it,or,152
39401,like it,will,87
39395,like it,but,83
39394,like it,and,62
39393,like it,a,58
39398,like it,the,25
39402,like it,would,25
39403,like it or,not,82
39404,like me,and,57
39406,like me,you,33
39405,like me,to,28
39407,like most,of,25
39408,like no,other,63
39409,like one,of,258
39410,like she,is,26
39411,like she,wa,26
39412,like so,many,185
39413,like such,a,82
39414,like that,and,226
39417,like that,is,187
39419,like that,the,140
39418,like that,it,137
39415,like that,but,124
39416,like that,in,118
39420,like that,you,105
39425,like the,one,616
39427,like the,way,357
39423,like the,idea,287
39424,like the,new,190
39426,like the,rest,122
39421,like the,best,56
39422,like the,first,28
39428,like the idea,of,128
39429,like the rest,of,107
39430,like there,is,285
39431,like they,are,696
39434,like they,were,203
39433,like they,have,108
39432,like they,do,26
39439,like this,one,465
39437,like this,is,241
39435,like this,and,140
39436,like this,in,60
39438,like this,it,52
39440,like this,the,51
39456,like to,see,1735
39442,like to,be,1376
39461,like to,think,764
39448,like to,have,667
39460,like to,thank,525
39444,like to,do,465
39455,like to,say,366
39451,like to,know,360
39445,like to,get,300
39449,like to,hear,300
39457,like to,share,293
39447,like to,go,226
39452,like to,make,177
39458,like to,take,177
39459,like to,talk,142
39450,like to,keep,113
39463,like to,use,90
39453,like to,play,85
39443,like to,call,79
39462,like to,try,65
39446,like to,give,51
39441,like to,add,25
39454,like to,read,25
39464,like to think,that,56
39465,like u,on,94
39466,like u on,facebook,28
39467,like we,are,561
